img_name,mos,comments
awqndazx6z,6.96971368789673,i like the idea but the light is a little too dark
9anuav2xm7,6.42570352554321,i like the idea but the image is a bit too much light
8hr88qoklj,5.48659944534302,i like the idea but the light is a bit too much
3vlvyh3hrd,5.86726188659668,i like the motion blur in this image very nice
h7shfbc0mn,5.555016040802,i like the idea but the grain is a bit too much
5bg9utxyyc,6.63078927993774,i like the clouds and the light in this image very nice
76ua0edhrs,4.9135537147522,i like the idea but the colors are a little too much
4uy2zcnuih,4.91612863540649,this is a nice image but its a bit too much noise
c5t1epztmp,5.39495611190796,i really like this photo but the blue is a little too much
8kpr5ztkcf,6.84084367752075,i like the colors in this photo and the photo is very nice
73t0yxwwtp,6.12972021102905,i like the idea but the image is a bit too dark
i48qriyhl3,5.15658950805664,i like the idea but the light is a little too much
6p1vufbk8q,5.69362115859985,i like the idea but the colors are a bit too much
gz4u8comt9,4.53718757629395,i like the idea but the image is a bit too dark
b7r0ste60m,6.12587404251099,i like the idea but the image is a bit too much contrast
qezf1ks1ku,5.77831697463989,a reasonable use of hdr but not a very engaging photo in my opinion
darbpjcjd2,6.13889074325562,i love the texture and the grain in this image very nice
nyecp5jvlt,6.51626634597778,i like the idea but the light is a bit too dark
r7cywbnc03,4.68880844116211,i like the idea but the light is a little too dark
nzu64xel3v,6.14824342727661,i like the use of black and white in this image very nice
zedakb2uuz,5.34584856033325,i like the idea but the bw is a little too much
skbezapkue,4.84578084945679,a bit too much noise in this photo would have been better
kc90ulzlin,6.3549427986145,i like the idea but the image is a bit too much contrast
veqqdoo50l,4.46772861480713,i like the idea but the colors are a little too much
b1bc58vw6o,5.96826124191284,i like the idea but the light is a bit too much
dqd4ga6cll,4.17220878601074,i like the idea but the colors are a little too much
cd0nlkn40e,4.88794755935669,i like the idea but the grain is a bit too much
5cylynv9yk,6.3198127746582,i like the idea but the image is a bit too dark
bm1u93ng2t,5.42922019958496,i like the bw conversion on this photo very nice
t0b1nsfofl,5.46677255630493,i like the idea but the colors are a bit too much
dxxlp3xj5x,5.82512474060059,i like the colors and the idea but the image is a little too much
ny98uwxbsx,4.98221588134766,i like the idea but the image is a bit too much light
ox9xbno6i3,6.02947854995728,i like the motion blur in this image very nice
88j7visozp,5.89544296264648,i like the idea but the image is a bit too much contrast
ktg2yrq0e8,4.01742649078369,i like the idea but the image is a bit too much color
9gnb4t5vk6,4.17509603500366,i like the idea but the blur is a bit too much
tda3h6qm1e,4.80780601501465,i like the idea but the image is a bit too dark
8ph2by2gp9,4.88957357406616,i like the idea but the light is a bit too much
2yu0w9z1u4,5.87686777114868,i like the idea but the light is a little too much
399nxdxvjg,3.92507910728455,i like the idea but the image is a bit too soft
at5ka9fq2t,5.99172735214233,i like the idea but the image is a little too dark
90s063gisb,5.73529386520386,i like the idea but the grain is a bit too much
1auz3gv47s,5.1032919883728,i like the idea but the bw is a little too much
6cripww5xu,6.54003667831421,very nice love the colors and light in this image very nice
88v66x0m9j,5.32377243041992,i like the idea but the image is a little too dark
4qvmfs6lo4,5.30363941192627,i like the idea but the image is a bit too much contrast
dk1avzcmul,4.97434568405151,i like the idea but the image is a little too dark
fuliw54sbw,5.30841970443726,i like the colors and the mood in this image very nice
q0xr1n25by,5.48072862625122,a reasonable use of hdr but not a very engaging photo in my opinion
6bb83tgo94,5.92908096313477,i like the colors in this photo and the image is very nice
bppgq13wf8,6.37847709655762,i like the idea but the light is a bit too dark
jvutb9v917,5.52410840988159,i like the idea but the image is a bit too much contrast
u9ffwkilfg,5.47744226455689,i like the image but the image is a little too dark
isycie10g3,5.64239311218262,i love the colors and the clouds in this image very nice
5q7dwg1wmr,5.05131340026856,i like the colors and the light in this image very nice
iknjbzaguy,5.06579160690308,i like the <unk>
5jmf4s0u65,6.29519128799439,i like the colors and the light in this image very nice
xqhn47sg4j,6.48760461807251,i like the idea but the image is a little too dark
ufgxednrpn,5.93505334854126,i really like this photo i love the use of black and white in this photo great job
gped2mm7er,4.98945474624634,i like the colors and the image but the image is a little too much
o8nsjymb27,6.26025915145874,i like the use of black and white in this photo very nice
37oyd8ybf9,4.96502685546875,i like the texture in this image and the image is very nice
trhxo13or5,5.12311458587647,i like the idea but the photo is a bit too much contrast
5hkav5iqbz,5.08005714416504,a reasonable use of hdr but not a very engaging photo in my opinion
tmwcsn8xtb,6.39617109298706,i like the lines and the colors in this image very nice
4qe70qpxpi,5.98845100402832,i like the idea but the green is a bit too much
4gz6uj4ouh,5.37965393066406,i like the idea but the light is a bit too much
bqavrw6xqo,6.00321435928345,i like the idea but the image is a bit too dark
nfud8o7kfy,6.86266708374023,i like the use of black and white in this photo very nice
wruhxy7tdf,4.43024158477783,i like the colors in this photo and the image is very nice
semt6roia9,4.9357533454895,i like the grain and the grain in this image very nice
woast2vk2y,5.82674551010132,i like the idea but the image is a little too much color
7xx9e84vsd,4.42850255966187,i like the idea but the light is a bit too dark
vefg431h7a,6.0649299621582,i like the sepia tones in this photo very nice
d59rmtpm63,4.94560623168945,i like the colors in this photo and the image is very nice
3q2wffdqpk,6.05868911743164,i like the texture and the bw in this image very nice
cgg2rznh5v,6.59906196594238,i like the use of selective desat in this photo very nice
uee4pu7wre,6.08891296386719,i like the clouds but the clouds are a bit too dark
2248i5xf05,4.7676157951355,i like the colors but the image is a bit too much
1l29skd151,6.1505331993103,i like the idea but the colors are a little too much
w0avbcn814,5.84915971755981,i like the colors and the grain in this image very nice
wuyklxsq1a,5.54573106765747,i like the colors and the <unk>
yuz676nlp9,5.89225625991821,i like the use of black and white in this image very nice
bl7p2eimgk,6.27414512634277,i love the colors and the light in this photo very nice
ozqq2a3idg,5.5165810585022,i like the colors but the image is a little too much
lsxx8wsmj7,5.67182111740112,i like the sepia tone in this image very nice image
93flgwcghl,5.24675941467285,i like the idea but the image is a little too much color
ow1nyq7hja,6.41654014587402,i like the colors and the light in this photo very nice
mnqhylulhs,6.20188188552856,i like the idea but the image is a little too much color
19k55293ns,6.31269216537476,i like the clouds and the bw in this image very nice
7w8w2xhl4w,6.324134349823,i like the colors and the light in this image very nice
vp41htf5c8,5.70282554626465,this is a nice image i like the bw conversion to this image very nice
htwgpe6dqa,6.23299980163574,i like the colors and the light in this image very nice
xxncgoqubq,5.91044425964356,i like the idea but the image is a little too dark
w1t58cn455,6.45549249649048,i like the colors and the light in this image very nice
8eo4oawdt4,6.18586587905884,i love the colors and the light in this image very nice
41110jgazy,4.72975206375122,i like the idea but the light is a bit too much
brtn3gs4hu,4.95412445068359,i like the idea but the colors are a bit too much
zs1s02iz3m,5.14609813690186,great capture love the colors and detail in the feathers very nice
vvikbwo842,6.22777414321899,a bit too much saturation for my taste but the image is a bit too much
3ua8vkfczb,5.23477554321289,i love the colors and the softness in this image very nice
21v38bgo4m,5.97432661056519,i love the colors and the <unk>
a0yngzfeku,6.21968984603882,i like the use of grain in this image very nice
yu0igwaqjz,5.78220224380493,great capture love the colors in this image very nice
vvqizv9jt5,4.64511871337891,i like the black and white in this image very nice
zhyvbolxyt,5.62163496017456,i like the idea but the colors are a bit too much
adhbbmlihq,6.52072858810425,i like the idea but the light is a little too dark
ti7012b3jr,4.13212442398071,i love the colors and the green in this photo very nice
r4luuxnsc3,5.43984270095825,i love the colors and the motion blur in this image very nice
d3fdsgg3xi,5.71990442276001,this is a nice iamge i like how you can see it before it is very nice great job with the blue
o8cgb74ly1,6.23296165466309,i like the idea but the red is a little too much
yqzouwol3r,5.38119840621948,i like the idea but the colors are a little too much
jscfielapp,5.9954891204834,i like the idea but the image is a bit too much light
y4dc1w1ygu,5.06966781616211,i love the colors and the light in this image very nice
fykhukbeyz,6.13586091995239,i like the lines and the bw in this image very nice
5euyamy2uf,5.39710664749146,i like the lines and the black and white in this image very nice
l3xe4h5agc,5.41490793228149,i like the motion blur in this image very nice
ci5qrsbbjf,6.07650184631348,i like the soft tones and light in this image very nice
q8jz40xcg9,5.55287170410156,i like the use of black and white in this image very nice
9wei6l0opr,5.85797643661499,i like the use of black and white in this photo very nice job
x53t76lgxc,6.4583888053894,i like the lines and the bw in this image very nice
eboln08yxu,5.52291059494019,i like the idea but the image is a little too much contrast
rk3su3ad0p,5.15596532821655,i like the lines and the light in this image very nice
glm5xnl88l,5.43986654281616,i love the lines and the light in this image very nice
x0m70u9iuc,5.79559087753296,i love the colors and the blue in this image very nice
whyoja5x2i,6.01697015762329,i like the colors and the grain in this image very nice
vtrkn4fkgn,5.8374285697937,i like the colors and the light in this image very nice
c0ftwd8f67,4.5382924079895,i like the idea but the colors are a bit too much
tghnfqjo8z,6.31798791885376,i like the colors but the green is a bit too much
jfwyk9scg5,5.00457191467285,great photo love the colors and the light in this image very nice
bxdrir7y6v,5.64179801940918,i love the colors and the detail in this image very nice
3ndbmfb5cg,5.66361045837402,i like the idea but the colors are a bit too much
8cu7qjfj01,5.72750806808472,i like the idea but the image is a bit too soft
7q3c6fj6ie,6.31311416625977,i like the idea but the light is a little too dark
2dh4utxnti,6.06504201889038,i like the colors and the idea but the image is a little too much light
z3l6f32mq8,6.80606698989868,i like the idea but the image is a bit too much contrast
l87ptehhm5,6.50382423400879,beautiful capture love the colors and the light in this image very nice
k1irozztlq,5.49538040161133,i like the colors and the blue in this image very nice
dbi3ijoovu,5.37829971313477,i like the idea but the image is a bit too much color
tryecn1pf9,6.3932204246521,i like the idea but the colors are a bit too much
cxnzec1te1,6.61369276046753,i like the idea but the colors are a little too much
uuu9nlblk5,3.9953727722168,i like the colors and the light in this photo very nice
r4vynfjjrp,6.04180765151978,i love the texture and color in this image very nice
4luha421ff,6.14099740982056,i love the colors and the light in this image very nice
sozye48xt2,6.08621978759766,i love the colors and the light in this image very nice
fe819o2nnj,5.43978118896484,i like the idea but the blue is a little too much
wvtrvqg7t3,6.02919769287109,i like the idea but the blue is a bit too much
ls2huenrsh,4.67549610137939,i like the idea but the light is a bit too much
g0kler7xli,5.05375814437866,i like the idea but the white is a bit too much
sv1so45v3y,6.28364944458008,i like the colors and the light in this image very nice
fg1x05kx7f,5.53593587875366,i love the colors and the blue in this image very nice
unkmhz35kp,5.12108945846558,i like the idea but the green is a little too much
ppwlvtqzqi,5.20022344589233,i like the idea but the image is a little too much contrast for my liking
0rty1ywzcn,4.90041971206665,i like the colors and the light in this image very nice
h6lv7q95gq,6.70306158065796,i like the idea but the colors are a little too much
de0bjngwbl,5.55952644348145,i like the colors and the light in this image very nice
6l0zjhzld2,4.99687910079956,i like the idea but the image is a bit too soft
u6a2u520mc,6.3085675239563,i like the idea but the image is a bit too much contrast
wbo8wonqm7,5.84842491149902,i love the colors and the light in this photo very nice
o4mrjuewsj,6.13182210922241,i like the idea but the image is a bit too dark
rrk4r1nv1e,6.41387939453125,i like the colors and the blue in this image very nice
p7fktymuzj,6.14372873306274,i like the idea but the white is a bit too much
lrdatdgwr8,5.48651647567749,i like the colors and the lines in this image very nice
9otz6zhotd,5.65223550796509,great photo colors are really nice great job
yq7lecstha,5.41851425170898,i love the colors and the motion blur in this image very nice
3h5k36cf19,4.4797797203064,i like the colors and the texture in this image very nice
y02hhc7924,5.77608823776245,i like this photo very much the light is very nice
ybroaxpmpr,5.88817071914673,i love the colors and the light in this image very nice
oqnqhlh3f4,5.4321551322937,i like the idea but the image is a bit too much contrast
03esjkzuxe,5.19663619995117,i like the texture and color in this image very nice
mhgt74ako6,5.25022602081299,great photo colors are really nice great job
qwpxdyq2me,5.19823312759399,i love the colors and the <unk>
eekf3y73go,4.15697813034058,i like the idea but the green is a bit too much
wjmazhcjx9,5.42252588272095,great photo colors are really nice great job
dfxdlo7fxw,4.9484658241272,great capture love the colors and texture in this photo very nice
cfrk29a97b,4.33231210708618,i like this image but the blue is a little too much
ta4ta1c43y,4.21637725830078,i like the colors and the light in this image very nice
foy90athv5,4.94132232666016,great capture love the colors and colors in this image very nice
j5hcaa88hz,5.24382019042969,great photo colors are really nice great job
nufuc0ssqo,5.25743961334229,i like the idea but the blue is a little too much
foua44kfzd,5.35923433303833,i like the colors but the image is a little too much
y0ki86ht74,6.57961511611939,i like the idea but the colors are a bit too much
28y5dvy79w,6.65948629379272,i like the colors and the blur in this image very nice
c7ny4siiy4,4.87911224365234,i like the idea but the colors are a bit too much
z3dpnzh2so,6.07269430160522,i like the colors but the image is a bit too much
ggrw5yy799,6.49422264099121,i love the motion blur in this photo very nice
0w2oobpt05,5.82296991348267,i like the colors and the motion blur in this image very nice
t4adbv6cfw,5.03544616699219,i love the colors and motion blur in this image very nice
q3j9ngva5q,6.03946542739868,i like the idea but the image is a bit too much contrast for my liking
dub184vtkd,5.01891040802002,i like the idea but the image is a bit too much light
qookh07fpp,5.29042148590088,i like the colors and the blue in this image very nice
nuqhje8rrq,5.09524440765381,i like the idea but the colors are a bit too much
sjca06a7ge,5.71180963516235,i love the colors and the motion blur in this image very nice
21gy0hvkpl,5.24145174026489,i love the colors and the blue in this image very nice
2kz8qzdscy,5.34768676757813,i like the motion blur in this photo very nice
pq2qjybqi2,5.07457542419434,i like the idea but the light is a little too much
mg4h6uhsli,5.73482084274292,i love the colors and the motion blur in this image very nice
n7za1g4e33,4.7930703163147,i like the idea but the colors are a bit too much
o31c4r65nu,4.91509628295898,great capture love the detail and colors in this image very nice
k0pe1xvht9,4.99341535568237,great photo colors are really nice great job
j05lqk24a8,4.56439065933228,great capture love the detail and colors in this image very nice
qeh111vijs,5.22022151947022,great photo colors are really nice great job
g671laht8b,5.33524322509766,great macro love the colors and detail in this image very nice
l23vgw16ae,4.69251489639282,i like the use of black and white in this image very nice
c4uets2xe9,5.34247827529907,i like the idea but the grain is a bit too much
7b1fqvnvoa,5.98336791992188,i love the colors and the green in this photo very nice
2udtp6cq8a,6.25106048583984,i like the idea but the image is a little too much light on the building is a bit too dark
pjzjtpmi8m,5.60054540634155,i like the idea but the image is a bit too much color
j3vuy95e87,5.33102750778198,i like the idea but the image is a bit too much contrast
bwoiidbvax,5.33646821975708,i really like the texture and color in this image very nice
2obu73jhxa,5.76883506774902,i like the motion blur in this image very nice
ee2llvonru,5.40625715255737,i like the colors and the <unk>
8ssswjcul0,5.7668309211731,i like how you did this in black and white very nice
uw8zlzbi12,5.03150510787964,great photo colors are really nice great job
5kq8oyy08h,5.91090059280396,i like the idea but the image is a little too dark
0g2xqjjzso,6.20002508163452,i like the lines and the light in this image very nice
wf279wf5su,4.50400924682617,i like the texture and texture in this photo very nice
7gsj98jxz5,5.07014036178589,i like the idea but the colors are a bit too much
zp7je4cmeu,6.02038192749023,this is a nice image but the image is a little too dark
7w7n1sfyma,5.81632041931152,i like the colors and the motion in this image very nice
47ssqh8syt,5.25500583648682,i like the grain in this image but the image is very nice
5nlo7g0o20,5.44642639160156,i like the idea but the colors are a bit too much
3sg1a577ab,5.47524976730347,i like the idea but the image is a bit too much contrast
a10lbku13p,5.41416120529175,i like the idea but the image is a bit too much motion blur
nipwlzp960,5.83301877975464,i love the colors and the blue in this photo very nice
nup3cc0db8,5.75910711288452,great photo colors are really nice great job
wvroee9r08,5.50103521347046,i like the colors and the blue in this image very nice
ef0kpfk9sg,4.92419004440308,i like the idea but the colors are a bit too much
u4jkn7y2du,4.05823278427124,i like the idea but the colors are a little too much
232suo89u6,5.60568284988403,i like the idea but the image is a bit too much contrast
7vplw2i5jk,4.12754201889038,i love the motion blur in this image very nice
kfb046id5g,4.44646835327148,i like the black and white in this image very nice capture
vxtf40ly66,5.96328544616699,i like the idea but the image is a bit too blurry
c6btr0vls8,5.5111870765686,i like the idea but the photo is a bit too much contrast
lyuigdnbh4,6.21441078186035,nice capture love the colors and the motion in this image very well done
6hbk1v78vu,6.12892866134644,i like the motion blur in this photo very much
fcvp236rog,5.54132604598999,i like the grain in this image very nice capture well done
19ci78fjkn,6.85498380661011,great capture love the colors and motion in this image very well done
k16wjcpthp,5.50182723999023,i like the idea but the image is a bit too much motion blur would have made it even better if it was
imsjo1ew6s,5.75636339187622,i like the idea but the image is a bit too much contrast
3n906rmh4t,5.12148094177246,i like the idea but the image is a bit too much color
bafhohgc4s,5.05882549285889,i like the idea but the colors are a bit too much
udgp1a7kye,5.87371253967285,i like the idea but the image is a bit too dark
lccbq8woqb,5.49734115600586,i like the idea but the image is a bit too much light
tt3l1mgw6v,4.95910120010376,i like the idea but the colors are a little too much
3fq61x2bt9,6.33944511413574,i like the idea but the light is a bit too much
w8p44u1fk9,4.81351232528687,i like the idea but the image is a bit too much color
t32max6urc,4.76938915252686,i like the idea but the blue is a bit too much
7unmhqex8p,4.75629854202271,i like the idea but the shadow is a bit too dark
a1xk3onqyg,5.84591293334961,i like the idea but the image is a little too dark
67ygoopruc,6.36245107650757,great capture love the motion blur in this image great capture
rmrkaisq79,4.59753608703613,i like the idea but the light is a bit too much
0syhkfkg7t,5.95416259765625,i like the idea but the image is a bit too much contrast
7kt5iz6785,5.54136991500855,i like the idea but the white is a bit too much
bz8c1awzj0,5.71861219406128,great capture love the colors and detail in the wings very nice
lzxqgk0ku8,5.73037385940552,i like the idea but the image is a little too much color
4tb2ximg82,5.97920227050781,i like the idea but the image is a little too dark
aj0ajg5xkh,4.43617105484009,i like the idea but the colors are a little too much
y4atuz3imf,6.1054630279541,i like the idea but the image is a bit too much color
cfdi5xrisz,5.00002527236939,i like the idea but the red is a little too much
imptpm7ivp,4.78486204147339,i like the idea but the colors are a little too much
us64jc1t6w,4.01755714416504,great photo colors are really nice great job
xc79zypstb,5.49154043197632,i like the idea but the image is a bit too much contrast
2wpde8eua6,5.59709930419922,great photo colors are really nice great job
rxxdcssxf1,5.36603498458862,i like the idea but the image is a little too dark
ck6dawbezo,6.59663963317871,i like the idea but the image is a bit too much contrast
ov01hmwb9z,6.0262508392334,i like the texture in this photo and the image is a bit too much
95f6hov4rb,4.80332231521606,i love the colors and the clouds in this image very nice
dms9woby79,4.97155523300171,i like the idea but the green is a bit too much
5bj8qml4pg,5.03452491760254,i like the idea but the image is a little too dark
nub1ixy9u0,6.19392156600952,i like the use of black and white in this photo very nice
k2gl7tvyoz,5.63664817810059,i like the detail in this image and the image is a nice choice for black and white it looks very nice
bfw9zb8h3g,4.8938512802124,i like the idea but the light is a bit too much
paitypox38,5.45449686050415,i like the colors and the grain in this image very nice
ufz5a06dfa,5.20548677444458,i like the idea but the light is a little too dark
4j7ve9lixh,4.79089403152466,i like the idea but the colors are a little too much
qnj0qldtpe,3.87878108024597,i like the colors and the red in this image very nice
h9e7tid78u,6.47942399978638,i like the idea but the image is a bit too dark
quqxnnx769,5.40764427185059,great photo colors are really nice great job
z8fzg3laun,5.4022216796875,i like the idea but the light is a little too much
otgmq97wbn,5.81239128112793,i like the colors and the light in this image very nice
ktcdei7x3u,4.49876546859741,i like the idea but the image is a bit too much color
8zpisud8rs,4.45365285873413,i like the idea but the image is a little too dark
nfrosa7ksn,4.82234621047974,i love the light and dark tones in this image very nice
44j1rjxbpn,5.24383783340454,a reasonable use of hdr but not a very engaging photo in my opinion
u1wbhchzrb,5.30751466751099,i like the idea but the image is a bit too dark
aroosw5jeu,4.65659332275391,i like the colors and the motion blur in this image very nice
cvmyo2rl3o,4.40098381042481,i like the idea but the image is a bit too much contrast
zmj85h7rd2,5.1720461845398,i like the colors and the texture in this image very nice
az2nx8cu8s,4.84392213821411,i like the soft tones in this photo very nice
ahzhzyxbrn,5.44072723388672,a reasonable use of hdr but not a very engaging photo in my opinion
09ci0d7hfh,5.3670825958252,i love the light and dark tones in this image very nice
byb4e8zqbj,5.20545816421509,i love the use of sepia tone in this image very nice
6hdb52sxqi,5.82967376708984,i like the idea but the light is a bit too dark
j4r6t9tc7m,6.47143316268921,i love the colors and the blue in this image very nice
r7391sn47s,4.75881767272949,i like the idea but the image is a bit too much contrast
xrmav3vg5k,6.61073446273804,i love the colors and the <unk>
ywz83nggfk,6.32416915893555,i like the idea but the image is a little too much contrast
r21zwkudhh,6.15962839126587,i like the idea but the colors are a little too much
83w64uxjl6,4.77860689163208,i like the idea but the colors are a little too much
b837cjhtuu,5.1942458152771,i like the use of light and dark in this photo very nice
ykdcet4dqw,5.56322717666626,i like the colors and the light in this image very nice
s63rizt1q6,5.81556844711304,i like the idea but the image is a little too dark
xo0ha5i8c8,6.03608179092407,i like the colors but the image is a bit too much
3yb9r42t9l,4.69372701644897,i like the light and dark tones in this image very nice
d060vnxf0e,5.98015213012695,i like the use of black and white in this photo very nice
rsaih7j18h,5.45984888076782,i like the colors in this photo but the image is a little too much
kte0fbkqof,5.92879295349121,i like the idea but the image is a little too dark
ip8qu47dlm,5.23016500473022,i like the use of black and white in this image very nice
fflvef480c,6.35931444168091,i like the idea but the colors are a little too much
bf9bykqrqu,7.06810617446899,i like the idea but the blue is a bit too much
f1fkbjzdrb,6.70795249938965,i like the idea but the shadow is a bit too dark
6n81dzrbvw,4.53337240219116,i like the idea but the image is a little too dark
ffh3hycps2,5.21641874313355,a reasonable use of hdr but not a very engaging photo in my opinion
5qg92twx3e,4.51904010772705,i like the idea but the image is a bit too dark
n8wdxmkcue,5.96159887313843,i like the idea but the image is a bit too much light
3jk53q8jur,5.26740694046021,i like the idea but the image is a bit too dark
8u6et52htr,5.5014443397522,i like the idea but the blue is a bit too much
slqw9e3uxb,6.19538307189941,i like the colors in this image and the image is a little too dark but i like it very nice
7szukqt5u3,4.29147577285767,i like the dark tones in this image very nice
gjpz1jw4bo,6.03646469116211,i like the idea but the light is a bit too much
dkvnstybpt,6.1273193359375,i like the idea but the light is a bit too much
5mtggb60aa,6.36094284057617,i like the idea but the green is a little too much
zooe6zc8xm,5.59934186935425,i like the idea but the image is a bit too dark
dvah5ao7g7,5.5154299736023,i like the use of black and white in this photo very nice
ihnwvzgshi,5.58004140853882,great photo colors are really nice great job
tnmdrwt7vt,5.61360168457031,great candid love the bw conversion nice
hvvny66fbm,5.09641885757446,i love the colors and the lines in this photo very nice
0pgq708ohd,6.26764631271362,i like the idea but the light is a little too dark
ogqavgj24p,4.72181463241577,i like the idea but the colors are a little too much
vucns1ca3a,5.02655935287476,i like the idea but the image is a bit too much color
q5gzp7ozvb,5.8888726234436,i like the idea but the colors are a little too much
le7wt1xsio,5.08430290222168,nice capture love the motion blur in this image very nice
stq5h7zow7,4.51450109481812,i like the idea but the image is a bit too much contrast
6kyyxidlz1,5.9201397895813,i like the idea but the image is a bit too much green
ixqbe93abb,6.34723424911499,i like the idea but the grain is a bit too dark
x0wd0nzqin,4.85725164413452,i like the idea but the image is a little too much contrast
9vvcazyqzz,5.45665216445923,i like the idea but the image is a bit too much contrast
pyjhg6qmbe,6.09977006912231,i like the idea but the image is a bit too much contrast
xivea4gp9n,5.80963754653931,i like the idea but the image is a bit too much contrast
tbv9ezl1ag,5.19744062423706,i really like the colors and light in this image very nice
j1104kfgfr,4.87567329406738,i like the idea but the image is a bit too much light
w8knnsfxn5,5.98004007339478,i like the colors in this photo and the idea is very nice
xcnx2dmbqn,4.38662481307983,i like the idea but the image is a little too dark
9xcknef48s,4.77254438400269,i like the idea but the light is a bit too much
8ejckboc48,5.21548128128052,i like the idea but the image is a little too dark
hfjod1aiw1,5.36998128890991,<unk>
3fzgv07mpe,6.24195528030396,great portrait love the bw conversion
tpk2aeo0oy,5.05530309677124,i like the idea but the image is a bit too much contrast
plcn9szemm,4.7022910118103,great capture love the motion blur in this image very well done
vw0sdn82su,5.99860572814941,great capture love the colors and motion in this image very well done
advpk0dmfe,6.41830968856812,great capture love the motion blur in the wings
y64l2ljbvu,6.48527097702026,i love the bw tones in this image very nice
ovdgsz95a5,5.22831535339356,i like the use of grain in this image very nice
ppbb0k781x,5.32728147506714,i like the idea but the image is a little too dark
iqzme6a9ck,6.52705430984497,i like the bw tones in this image very nice
w9uev6zwlk,6.13487100601196,i love the clouds and the black and white in this image very nice
9z7ckfcsok,6.12848711013794,i like the use of black and white in this photo good job
e6flfbd8cg,6.60785627365112,i love the clouds and the bw in this image very nice
nvh3tx49be,3.96277546882629,i like the clouds and the bw in this image very nice
evtg4ffrla,5.83737421035767,i like the use of black and white in this image very nice
1nrqw8zcyx,4.2627272605896,i love the clouds and the clouds the clouds are a little too dark but i like the clouds very nice
aufzlla3ch,6.15778589248657,i like the clouds and the bw in this image very nice
cyip20j4r7,4.59079313278198,i like the use of black and white in this image very nice
6hnka81lrp,4.75553560256958,i like the bw in this photo very nice in bw
zorub6bnjh,4.18662357330322,i like the bw tones in this photo very nice
2rh1g1q5y1,5.97620010375977,i like the bw in this photo a very nice capture
